iter	Logloss
255	0.4241231862
256	0.4240509442
257	0.4239888363
258	0.4239374847
259	0.4238924851
260	0.4238113634
261	0.4237437113
262	0.4236642346
263	0.4235714989
264	0.4235084807
265	0.423445084
266	0.4233648008
267	0.4232940576
268	0.423241034
269	0.4231539265
270	0.4230762658
271	0.4229716627
272	0.4228989788
273	0.4227872033
274	0.4227157728
275	0.4226358888
276	0.4225662659
277	0.4225019052
278	0.4224289501
279	0.4223623237
280	0.4222841305
281	0.4221900021
282	0.4221248244
283	0.4220377929
284	0.4219675034
285	0.4219265823
286	0.4218641934
287	0.4218034933
288	0.4217440341
289	0.421656346
290	0.4215952896
291	0.4215474187
292	0.4214835232
293	0.421396671
294	0.4213070201
295	0.4212235258
296	0.4211652965
297	0.4211168928
298	0.4210535973
299	0.420975446
300	0.4209194354
301	0.4208706272
302	0.4208427435
303	0.4207728549
304	0.4206809034
305	0.4206016248
306	0.4205229011
307	0.4204590566
308	0.4204200515
309	0.4203437972
310	0.4202800495
311	0.4202349415
312	0.4201589722
313	0.4200917318
314	0.4200214233
315	0.4199397512
316	0.4198768706
317	0.4198195083
318	0.4197380877
319	0.419667237
320	0.419603383
321	0.4195934791
322	0.4195423169
323	0.4194477772
324	0.4193940722
325	0.4193392055
326	0.4192661843
327	0.4191998187
328	0.4191436675
329	0.419083934
330	0.4190420865
331	0.4189727358
332	0.4189050507
333	0.4188392906
334	0.4187637691
335	0.418692455
336	0.4186304469
337	0.4185421428
338	0.4184647906
339	0.4184013593
340	0.418352688
341	0.4182866126
342	0.4182028826
343	0.4181111823
344	0.4180563422
345	0.4179995428
346	0.4179354649
347	0.4178802619
348	0.4178050961
349	0.417801683
350	0.4177219966
351	0.41766381
352	0.4176156318
353	0.4175430827
354	0.4174588922
355	0.4173948419
356	0.417316285
357	0.4172536793
358	0.4171820165
359	0.4171041394
360	0.4170141401
361	0.4169311622
362	0.4168642051
363	0.4167970606
364	0.4167301243
365	0.4166720835
366	0.4165947175
367	0.4165470343
368	0.4164808615
369	0.4164225292
370	0.4163724409
371	0.4163273385
372	0.4162916804
373	0.4161991816
374	0.4161266385
375	0.4160622858
376	0.4159983792
377	0.4159397447
378	0.4158845552
379	0.4158353918
380	0.415785857
381	0.4156966886
382	0.41562508
383	0.4155739909
384	0.4155164804
385	0.4154294141
386	0.4153652473
387	0.4153257004
388	0.4152701995
389	0.4151941165
390	0.415131309
391	0.4150841633
392	0.4150287462
393	0.4149784133
394	0.4149204942
395	0.4148519212
396	0.4147633156
397	0.4146949912
398	0.4146614824
399	0.4146207679
400	0.4145654522
401	0.4144973427
402	0.4144270159
403	0.4143546626
404	0.4143158736
405	0.4142488743
406	0.4142064771
407	0.4141651807
408	0.4141033626
409	0.4141021862
410	0.414016184
411	0.4139536805
412	0.4138639873
413	0.4138141362
414	0.4138106344
415	0.4137630803
416	0.4137116319
417	0.4136938199
418	0.4136364756
419	0.4135876393
420	0.4135025152
421	0.413451351
422	0.4133997957
423	0.4133140042
424	0.4132430267
425	0.413183029
426	0.4130960822
427	0.4130486018
428	0.4129726205
429	0.4129033397
430	0.4128511528
431	0.4128466064
432	0.4127718055
433	0.4127224119
434	0.4126525146
435	0.4125716543
436	0.41250741
437	0.4124485684
438	0.4123821576
439	0.4123012756
440	0.4122373287
441	0.4121737273
442	0.4120994424
443	0.4120298177
444	0.4119753749
445	0.4119087612
446	0.4118331979
447	0.4117674234
448	0.4116928242
449	0.4116502976
450	0.4115883391
451	0.4115184051
452	0.4114714373
453	0.4114147317
454	0.4113730327
455	0.4113303797
456	0.4112770307
457	0.411176199
458	0.4111398408
459	0.4110688969
460	0.4109889048
461	0.4109233112
462	0.4108705901
463	0.4108091923
464	0.4107604558
465	0.4107095612
466	0.4106403112
467	0.4105911207
468	0.4105447862
469	0.410483453
470	0.4104194269
471	0.4103687172
472	0.410306406
473	0.4102607181
474	0.4102085104
475	0.4101495291
476	0.4100854544
477	0.4100064542
478	0.4099457464
479	0.409894481
480	0.4098433952
481	0.4097864449
482	0.409726133
483	0.4096332125
484	0.4095618296
485	0.4095082067
486	0.4094657076
487	0.4093967497
488	0.4093331585
489	0.4092743989
490	0.4092218702
491	0.4091269118
492	0.4090825655
493	0.4090297246
494	0.4089836155
495	0.4089336364
496	0.4088747594
497	0.4088181986
498	0.4087795771
499	0.4087256534
500	0.4086876089
501	0.4086375808
502	0.4085914078
503	0.4085294184
504	0.4084807086
505	0.4084321159
506	0.408369407
507	0.4083075001
508	0.4082293907
509	0.4081591344
510	0.4081093735
511	0.4080633313
512	0.4079971647
513	0.4079310118
514	0.4078753258
515	0.4078146278
516	0.4077311374
517	0.4076462947
518	0.4075577988
519	0.4075277806
520	0.4074764143
521	0.4074131696
522	0.4073622359
523	0.4072782456
524	0.4072159802
525	0.4071630785
526	0.4070860488
527	0.4070278319
528	0.4069738917
529	0.4069255276
530	0.4068671434
531	0.4068110779
532	0.4067794002
533	0.4067309526
534	0.4066744931
535	0.4066259457
536	0.406562276
537	0.4064826088
538	0.406430106
539	0.4063810448
540	0.4063448958
541	0.4063023011
542	0.4062463224
543	0.4061906795
544	0.4061522287
545	0.4061026978
546	0.4060204659
547	0.4059494574
548	0.4059172847
549	0.4058765458
550	0.4058052578
551	0.405757787
552	0.4057079322
553	0.4056440414
554	0.4055588442
555	0.4055083398
556	0.4054894413
557	0.4054398184
558	0.4053988643
559	0.4053443118
560	0.4052853152
561	0.4052477104
562	0.4051727184
563	0.4051253788
564	0.405081237
565	0.4050340351
566	0.4049812946
567	0.4049243417
568	0.4048833438
569	0.4048301485
570	0.404781976
571	0.4047108277
572	0.4046378476
573	0.4046009447
574	0.4045428871
575	0.4044908485
576	0.4044276756
577	0.4043570694
578	0.4043049427
579	0.4042671399
580	0.4041935315
581	0.4041437347
582	0.4040947708
583	0.4040209038
584	0.403968455
585	0.4039073173
586	0.4038632973
587	0.4037762503
588	0.40370143
589	0.4036738584
590	0.4036165752
591	0.4035685098
592	0.4035275212
593	0.4034744592
594	0.4034204333
595	0.4033642727
596	0.4033110503
597	0.4032607782
598	0.4031797233
599	0.4031201728
600	0.403075648
601	0.4030321494
602	0.4030312369
603	0.4029914598
604	0.4029367983
605	0.4028580199
606	0.4027847455
607	0.4027509152
608	0.402681028
609	0.4026008402
610	0.4025532332
611	0.4025003692
612	0.4024485015
613	0.4023958879
614	0.4023367436
615	0.4023076044
616	0.4022309462
617	0.4021562325
618	0.4020971642
619	0.4020252584
620	0.4019899182
621	0.4019248335
622	0.4018810345
623	0.4018303206
624	0.4017614905
625	0.4017041435
626	0.4016898864
627	0.4016439373
628	0.4015817578
629	0.401552814
630	0.4014719601
631	0.4014135709
632	0.4013662265
633	0.4013146291
634	0.4012441997
635	0.4011876325
636	0.4011218703
637	0.4010829375
638	0.4009972609
639	0.40095242
640	0.4008839157
641	0.4008341366
642	0.4008074612
643	0.4007631803
644	0.4007123496
645	0.4006964741
646	0.4006321945
647	0.4005702924
648	0.4005038742
649	0.4004638416
650	0.4004081473
651	0.4003529569
652	0.4002827585
653	0.400252567
654	0.4002238237
655	0.40016593
656	0.400114418
657	0.4000380214
658	0.3999672503
659	0.39989969
660	0.3998420734
661	0.3997972502
662	0.3997349847
663	0.3996619222
664	0.3996352618
665	0.3995829539
666	0.3995396867
667	0.399495017
668	0.3994452638
669	0.399386452
670	0.3993264285
671	0.3992597082
672	0.3992001518
673	0.3991560212
674	0.3991209202
675	0.3990681455
676	0.3990290364
677	0.3989544991
678	0.3989005019
679	0.3988216774
680	0.3987599369
681	0.3987556103
682	0.3987039968
683	0.3986622971
684	0.3986218209
685	0.3985898175
686	0.398537401
687	0.3984893035
688	0.3984892871
689	0.3984470482
690	0.3983898723
691	0.3983433863
692	0.3983007075
693	0.3982474398
694	0.3981910019
695	0.3981653415
696	0.3981226868
697	0.3980834114
698	0.3980478143
699	0.3979939859
700	0.397950277
701	0.3979495515
702	0.3979104207
703	0.3978910021
704	0.397842927
705	0.3978338183
706	0.3977679563
707	0.397767555
708	0.3977212328
709	0.3976461179
710	0.397598695
711	0.3975557003
712	0.3974987204
713	0.3974469731
714	0.3974199771
715	0.3973596041
716	0.3972993243
717	0.3972573376
718	0.3972032764
719	0.3971445791
720	0.3971444911
721	0.3970845343
722	0.397039931
723	0.397012351
724	0.3969480465
725	0.3969084166
726	0.3968692909
727	0.3968247648
728	0.3967751057
729	0.396722128
730	0.3966925657
731	0.3966130833
732	0.3965797978
733	0.3965513288
734	0.3964828376
735	0.3964429355
736	0.3963850008
737	0.3963277945
738	0.396270531
739	0.3962139641
740	0.3961626939
741	0.396122062
742	0.3960701949
743	0.3960368151
744	0.3959696599
745	0.395914654
746	0.3958786984
747	0.3958280931
748	0.3957905876
749	0.3957410268
750	0.3956978691
751	0.3956531983
752	0.3955822607
753	0.3955546741
754	0.3955173059
755	0.3954848317
756	0.395429671
757	0.3953541733
758	0.395318493
759	0.3952961615
760	0.3952326362
761	0.3951906214
762	0.3951115419
763	0.3950658597
764	0.3950080434
765	0.3949908152
766	0.3949482765
767	0.3948936539
768	0.3948493276
769	0.3947902464
770	0.3947185103
771	0.3946589923
772	0.3945963182
773	0.3945595594
774	0.3945076156
775	0.394450561
776	0.3943789962
777	0.394325594
778	0.3942889233
779	0.3942437073
780	0.3941737318
781	0.3941249177
782	0.394077058
783	0.3940236782
784	0.3939582415
785	0.3938842079
786	0.39379755
787	0.3937293326
788	0.393659389
789	0.3935958284
790	0.3935628197
791	0.3934960756
792	0.3934427818
793	0.3933658676
794	0.3932630039
795	0.3932034525
796	0.3931702373
797	0.3930839927
798	0.393040535
799	0.3930177964
800	0.3929662098
801	0.3929195368
802	0.3928807414
803	0.3928247362
804	0.3928220393
805	0.3927697359
806	0.3927257442
807	0.3927233968
808	0.3926846113
809	0.3926112268
810	0.3925658438
811	0.3925304286
812	0.3924403149
813	0.3924387864
814	0.3923840694
815	0.392307108
816	0.3922702535
817	0.3922040343
818	0.3921657537
819	0.3921301778
820	0.3920608611
821	0.3920092889
822	0.3919718654
823	0.3919215304
824	0.3918639954
825	0.3918055768
826	0.3917706437
827	0.3917210225
828	0.3916647657
829	0.3916286324
830	0.3915852039
831	0.3915848358
832	0.3915548829
833	0.3915033872
834	0.3914665199
835	0.3914208444
836	0.3913433352
837	0.3912842414
838	0.3912403976
839	0.3911672122
840	0.3911162266
841	0.3910608719
842	0.3910025169
843	0.3909393245
844	0.3908918419
845	0.3908303315
846	0.3907592664
847	0.3907185344
848	0.3906642507
849	0.390615734
850	0.3905561701
851	0.3904891145
852	0.3904430233
853	0.3903844778
854	0.3903269913
855	0.3902708423
856	0.3902021945
857	0.3901585463
858	0.3900924052
859	0.3900478714
860	0.3900096225
861	0.3899698278
862	0.3899155536
863	0.3898892743
864	0.3898488409
865	0.3898006885
866	0.3897418396
867	0.3896854314
868	0.3896375552
869	0.3895828199
870	0.3895253573
871	0.3894757545
872	0.3894752046
873	0.3894066357
874	0.3893482571
875	0.3893094505
876	0.3892364013
877	0.3891940016
878	0.3891454855
879	0.3891140109
880	0.3890710421
881	0.3890193102
882	0.3889636353
883	0.3889201216
884	0.388853807
885	0.3887864893
886	0.3887422849
887	0.3886993204
888	0.3886666197
889	0.3886190806
890	0.388584324
891	0.3885369966
892	0.3884862468
893	0.3884343597
894	0.3884343266
895	0.3883929307
896	0.3883266352
897	0.3882748205
898	0.3882345381
899	0.3881950601
900	0.3881576607
901	0.3881214967
902	0.3880664655
903	0.3880117543
904	0.3879475852
905	0.3878811086
906	0.3878224531
907	0.3877762631
908	0.3877284458
909	0.3876703953
910	0.3876200732
911	0.3875619568
912	0.3875228969
913	0.387461869
914	0.3874164047
915	0.3873717438
916	0.3873368834
917	0.3873084976
918	0.3872696721
919	0.3872318091
920	0.387184483
921	0.3871233961
922	0.3870769234
923	0.3870351175
924	0.38697469
925	0.386927967
926	0.386888375
927	0.3868425816
928	0.3867971606
929	0.3867510129
930	0.3866957013
931	0.3866547706
932	0.3866232456
933	0.386596909
934	0.3865632967
935	0.3865277219
936	0.3864689961
937	0.3864043359
938	0.386333708
939	0.3862869242
940	0.386245811
941	0.3861982685
942	0.3861611218
943	0.3861165328
944	0.3860851043
945	0.3860405282
946	0.3860404017
947	0.3859946053
948	0.3859514602
949	0.3859125224
950	0.3858682828
951	0.3858358002
952	0.3857904506
953	0.3857387868
954	0.3856981917
955	0.3856800976
956	0.3856177338
957	0.3855822605
958	0.3855029928
959	0.3854534697
960	0.3854265579
961	0.3853870178
962	0.385347686
963	0.3853121875
964	0.3852760011
965	0.3852575189
966	0.3852000627
967	0.3851500025
968	0.3851069436
969	0.3850516646
970	0.3850174704
971	0.3849717764
972	0.3849708198
973	0.3849208193
974	0.384885787
975	0.3848284319
976	0.3847718638
977	0.3847035489
978	0.3846319272
979	0.384566865
